zone_id,localite,region,latitude,longitude,altitude_m,pente_pct,distance_plan_eau_m,type_sol,occupation_sol,taux_impermeabilisation_pct,densite_pop_hab_km2,reseau_assainissement,profondeur_nappe_m,nb_inondations_2005_2014,annee,pluie_max_24h_mm,pluie_max_72h_mm,nb_jours_pluie,cumul_pluie_hivernage_mm,hauteur_crue_fleuve_m,is_riverain,indice_pluie_impermeabilisation,log_distance_plan_eau,zone_basse,assainissement_score,historique_frequence,probabilite_inondation,niveau_risque,facteur_dominant,facteur_dominant_label
Z0260,Podor,Saint-Louis,16.64394,-14.95811,7.1,0.16,665,Latéritique,Urbain lâche,40.8,2937,Complet,4.7,0,2025,120.0,192.0,19.6,268.99,10.168199999999999,1,48.96,6.501289670540389,1,2,0.0,0.9545092194739949,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0261,Richard-Toll,Saint-Louis,16.46542,-15.6986,11.8,0.6,85,Argilo-sableux,Urbain dense,78.4,18642,Partiel,3.7,1,2025,120.0,192.0,21.4,314.92999999999995,9.490599999999999,1,94.08,4.454347296253507,0,1,0.1,0.9703074435679776,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0262,Richard-Toll,Saint-Louis,16.45417,-15.70834,9.1,0.19,500,Argileux,Agricole,0.0,211,Partiel,3.3,1,2025,120.0,192.0,21.6,311.76,9.5368,1,0.0,6.2166061010848646,0,1,0.1,0.9603304463022319,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0263,Richard-Toll,Saint-Louis,16.46792,-15.70455,7.0,0.24,1488,Hydromorphe,Agricole,3.9,154,Partiel,3.4,0,2025,120.0,192.0,19.6,286.46,11.27,1,4.68,7.305860032684009,0,1,0.0,0.9614329902374588,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0264,Richard-Toll,Saint-Louis,16.45711,-15.70976,15.2,1.23,623,Argileux,Végétation naturelle,2.7,115,Partiel,4.0,0,2025,120.0,192.0,21.7,315.03000000000003,9.0328,1,3.24,6.436150368369428,0,1,0.0,0.862614459120717,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0265,Richard-Toll,Saint-Louis,16.43943,-15.69625,6.3,0.38,442,Argileux,Urbain dense,66.5,14489,Aucun,3.0,3,2025,120.0,192.0,23.9,337.73,10.3894,1,79.8,6.093569770045136,1,0,0.3,0.995834815514078,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0266,Richard-Toll,Saint-Louis,16.46503,-15.70134,0.5,0.51,324,Argileux,Agricole,0.0,104,Partiel,4.5,0,2025,120.0,192.0,21.8,335.33000000000004,10.6764,1,0.0,5.783825182329737,1,1,0.0,0.9849317096618996,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0267,Richard-Toll,Saint-Louis,16.45779,-15.68326,6.1,2.3,470,Argilo-sableux,Urbain dense,98.0,15403,Partiel,2.9,0,2025,120.0,192.0,20.1,325.32,9.898,1,117.6,6.154858094016418,1,1,0.0,0.974150588614317,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0268,Richard-Toll,Saint-Louis,16.46142,-15.68796,10.1,0.26,878,Sableux,Urbain dense,85.2,9502,Partiel,3.9,1,2025,120.0,192.0,23.7,304.73,10.2746,1,102.24,6.778784897685177,0,1,0.1,0.9547458908818269,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0269,Richard-Toll,Saint-Louis,16.45427,-15.70138,11.5,0.67,2346,Sableux,Urbain dense,94.4,9091,Complet,3.45,0,2025,120.0,192.0,24.3,323.13,9.494799999999998,1,113.28,7.760893195851024,0,2,0.0,0.7923658553656017,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0270,Richard-Toll,Saint-Louis,16.47302,-15.6757,4.1,0.24,2436,Argileux,Agricole,18.3,105,Partiel,3.5,1,2025,120.0,192.0,20.3,287.32,10.533599999999998,1,21.96,7.798523053625206,1,1,0.1,0.983931431607551,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0271,Richard-Toll,Saint-Louis,16.47016,-15.70557,6.5,1.48,1226,Sableux,Végétation naturelle,2.6,267,Complet,2.4,0,2025,120.0,192.0,22.6,311.74,10.497199999999998,1,3.12,7.112327444710911,1,2,0.0,0.8744224869948688,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0272,Thiès,Thiès,14.78673,-16.93095,109.6,0.99,2966,Sableux,Urbain dense,95.3,14689,Aucun,20.7,0,2025,120.0,192.0,36.4,495.83000000000004,0.0,0,114.36,7.995306620290822,0,0,0.0,0.4733487232814464,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0273,Thiès,Thiès,14.75176,-16.92971,85.6,3.0,1968,Hydromorphe,Zone humide (Niayes/bas-fond),27.8,102,Partiel,1.6,0,2025,120.0,192.0,41.4,558.33,0.0,0,33.36,7.585281078639126,0,1,0.0,0.5716982210527388,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0274,Thiès,Thiès,14.79648,-16.93326,95.0,2.09,1763,Sableux,Urbain dense,82.8,12901,Partiel,18.4,0,2025,120.0,192.0,37.2,541.8100000000001,0.0,0,99.36,7.475339236566737,0,1,0.0,0.38030936746905397,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0275,Thiès,Thiès,14.80125,-16.94199,80.5,1.81,6162,Latéritique,Urbain dense,53.4,24065,Complet,15.8,0,2025,120.0,192.0,38.9,521.13,0.0,0,64.08,8.726318950962243,0,2,0.0,0.2212199037944431,Faible,pluie_max_24h_mm,Pluie extrême (24h)
Z0276,Thiès,Thiès,14.78371,-16.92981,62.1,1.3,1645,Sableux,Végétation naturelle,14.6,340,Aucun,13.5,0,2025,120.0,192.0,33.3,520.77,0.0,0,17.52,7.406103381237015,1,0,0.0,0.7255322242397607,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0277,Thiès,Thiès,14.78705,-16.92185,44.8,2.32,830,Hydromorphe,Urbain dense,76.3,28370,Complet,9.5,1,2025,120.0,192.0,34.1,513.39,0.0,0,91.56,6.7226297948554485,1,2,0.1,0.8320535371637212,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0278,Thiès,Thiès,14.80536,-16.91571,85.3,2.37,1917,Sableux,Urbain dense,79.0,15020,Complet,16.4,0,2025,120.0,192.0,39.8,555.1800000000001,0.0,0,94.8,7.559038255443384,0,2,0.0,0.23708594889859863,Faible,pluie_max_24h_mm,Pluie extrême (24h)
Z0279,Thiès,Thiès,14.7854,-16.9351,74.8,0.86,3557,Argileux,Urbain lâche,31.7,2995,Aucun,14.1,1,2025,120.0,192.0,37.9,554.8100000000001,0.0,0,38.04,8.17695386822578,1,0,0.1,0.840975983312217,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0280,Thiès,Thiès,14.78509,-16.93982,93.3,1.52,1918,Hydromorphe,Urbain dense,84.6,11170,Aucun,18.1,0,2025,120.0,192.0,45.2,607.49,0.0,0,101.52,7.5595594960077,0,0,0.0,0.5743561895845489,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0281,Thiès,Thiès,14.80311,-16.94015,73.0,2.97,3915,Hydromorphe,Urbain dense,86.3,19662,Aucun,15.0,0,2025,120.0,192.0,34.4,517.0699999999999,0.0,0,103.56,8.272826003650401,1,0,0.0,0.7785184603856008,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0282,Thiès,Thiès,14.79684,-16.93017,32.3,2.58,826,Argilo-sableux,Agricole,0.0,376,Complet,15.4,0,2025,120.0,192.0,33.7,506.52,0.0,0,0.0,6.717804695023691,1,2,0.0,0.6416855693957946,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0283,Mbour,Thiès,14.40906,-16.95347,17.6,0.06,1550,Sableux,Agricole,30.5,58,Aucun,5.8,1,2025,120.0,192.0,32.8,479.18,0.0,0,36.6,7.346655163176539,0,0,0.1,0.9088378765243876,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0284,Mbour,Thiès,14.41182,-16.97441,15.0,0.04,898,Sableux,Urbain dense,85.5,13160,Aucun,4.2,1,2025,120.0,192.0,36.9,517.08,0.0,0,102.6,6.80128303447162,0,0,0.1,0.9165224541522174,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0285,Mbour,Thiès,14.43346,-16.95247,15.5,0.34,288,Sableux,Urbain dense,88.7,20054,Complet,5.7,0,2025,120.0,192.0,37.1,501.68999999999994,0.0,0,106.44,5.666426688112432,0,2,0.0,0.7671475298738785,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0286,Mbour,Thiès,14.41343,-16.94179,11.8,0.21,1405,Hydromorphe,Végétation naturelle,7.6,366,Partiel,4.65,1,2025,120.0,192.0,40.0,556.72,0.0,0,9.12,7.2485040723706105,1,1,0.1,0.898065129333332,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0287,Mbour,Thiès,14.42646,-16.9492,21.1,2.18,2412,Argileux,Urbain lâche,65.3,3157,Complet,5.1,0,2025,120.0,192.0,33.4,446.14,0.0,0,78.36,7.7886260656250315,0,2,0.0,0.6369582828060885,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0288,Mbour,Thiès,14.4057,-16.94906,1.6,1.09,1753,Sableux,Urbain lâche,76.2,3652,Aucun,1.9,1,2025,120.0,192.0,34.5,495.07,0.0,0,91.44,7.469654172932128,1,0,0.1,0.9691042073392203,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0289,Mbour,Thiès,14.40037,-16.97439,15.6,1.12,477,Sableux,Urbain dense,68.9,12471,Partiel,4.65,0,2025,120.0,192.0,38.1,512.23,0.0,0,82.68,6.169610732491456,0,1,0.0,0.7935534364111873,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0290,Mbour,Thiès,14.42727,-16.97215,11.8,0.89,829,Sableux,Urbain dense,84.1,22974,Complet,5.6,0,2025,120.0,192.0,37.9,533.87,0.0,0,100.92,6.721425700790643,1,2,0.0,0.850720557131931,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0291,Mbour,Thiès,14.4147,-16.94897,17.4,0.06,2339,Hydromorphe,Urbain dense,88.7,12736,Partiel,5.3,0,2025,120.0,192.0,38.8,562.03,0.0,0,106.44,7.757906208351747,0,1,0.0,0.8223018808126389,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0292,Mbour,Thiès,14.42213,-16.99522,15.0,1.09,330,Sableux,Urbain lâche,38.2,4489,Complet,3.9,0,2025,120.0,192.0,32.9,442.5400000000001,0.0,0,45.84,5.802118375377063,0,2,0.0,0.6994459372000533,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0293,Mbour,Thiès,14.45196,-16.9573,13.5,1.55,791,Sableux,Urbain lâche,55.7,3351,Complet,3.0,0,2025,120.0,192.0,40.7,570.08,0.0,0,66.84,6.674561391814426,1,2,0.0,0.8185452817252954,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0294,Mbour,Thiès,14.40352,-16.97361,5.2,2.18,198,Hydromorphe,Urbain lâche,74.6,4647,Partiel,0.3,6,2025,120.0,192.0,37.0,511.15,0.0,0,89.52,5.293304824724492,1,1,0.6,0.9945053081359956,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0295,Tivaouane,Thiès,14.94763,-16.82452,58.2,2.44,11172,Hydromorphe,Zone humide (Niayes/bas-fond),28.1,422,Complet,0.8,0,2025,120.0,192.0,34.8,510.93,0.0,0,33.72,9.321255432547337,0,2,0.0,0.30377228836619585,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0296,Tivaouane,Thiès,14.94129,-16.82262,40.6,2.7,1747,Hydromorphe,Zone humide (Niayes/bas-fond),14.4,125,Aucun,1.1,1,2025,120.0,192.0,35.9,509.46999999999997,0.0,0,17.28,7.466227556215481,1,0,0.1,0.9308163400097995,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0297,Tivaouane,Thiès,14.93169,-16.81861,48.8,0.42,2175,Sableux,Agricole,35.2,167,Complet,9.9,0,2025,120.0,192.0,42.7,602.5799999999999,0.0,0,42.24,7.685243607975833,0,2,0.0,0.49076529400705693,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0298,Tivaouane,Thiès,14.9435,-16.81752,46.7,10.72,3534,Hydromorphe,Agricole,2.1,151,Complet,10.6,0,2025,120.0,192.0,33.3,471.96999999999997,0.0,0,2.52,8.170468578330674,0,2,0.0,0.1324075321675403,Faible,pluie_max_24h_mm,Pluie extrême (24h)
Z0299,Tivaouane,Thiès,14.93193,-16.81093,46.5,3.13,3173,Hydromorphe,Zone humide (Niayes/bas-fond),18.2,176,Partiel,0.3,1,2025,120.0,192.0,40.7,558.15,0.0,0,21.84,8.062747901086354,0,1,0.1,0.738706624577086,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0300,Tivaouane,Thiès,14.92773,-16.82273,30.9,1.2,2602,Hydromorphe,Agricole,14.5,259,Partiel,8.0,0,2025,120.0,192.0,34.7,481.94000000000005,0.0,0,17.4,7.864419904994565,1,1,0.0,0.8498500479495631,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0301,Tivaouane,Thiès,14.93591,-16.81981,42.1,2.58,5278,Sableux,Agricole,3.6,277,Partiel,9.6,0,2025,120.0,192.0,34.0,475.61,0.0,0,4.32,8.571491964823617,0,1,0.0,0.4733472215505524,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0302,Tivaouane,Thiès,14.93929,-16.82,14.2,1.96,3319,Sableux,Agricole,0.0,326,Partiel,3.5,0,2025,120.0,192.0,35.7,496.93999999999994,0.0,0,0.0,8.107720061910534,1,1,0.0,0.8113727677261041,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0303,Tivaouane,Thiès,14.9366,-16.82623,30.3,0.98,1911,Argilo-sableux,Agricole,4.1,239,Complet,7.1,1,2025,120.0,192.0,35.8,534.3399999999999,0.0,0,4.919999999999999,7.555905093611346,1,2,0.1,0.7492947952271255,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0304,Joal-Fadiouth,Thiès,14.18052,-16.85363,4.7,1.1,221,Hydromorphe,Urbain lâche,53.9,6369,Complet,2.8,1,2025,120.0,192.0,37.4,523.2,0.0,0,64.68,5.402677381872279,0,2,0.1,0.8736501696881867,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0305,Joal-Fadiouth,Thiès,14.16657,-16.83202,3.7,0.46,467,Sableux,Végétation naturelle,0.0,187,Partiel,1.9,1,2025,120.0,192.0,33.9,488.28999999999996,0.0,0,0.0,6.148468295917647,0,1,0.1,0.8156760059093301,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0306,Joal-Fadiouth,Thiès,14.1584,-16.83684,4.1,0.44,985,Argilo-sableux,Urbain dense,98.0,13754,Aucun,4.0,0,2025,120.0,192.0,33.8,517.05,0.0,0,117.6,6.893656354602635,0,0,0.0,0.9147791979550526,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0307,Joal-Fadiouth,Thiès,14.18288,-16.81894,0.8,1.43,595,Argileux,Agricole,10.9,517,Complet,1.5,1,2025,120.0,192.0,35.2,480.38,0.0,0,13.08,6.39024066706535,1,2,0.1,0.9002702226153375,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0308,Joal-Fadiouth,Thiès,14.1616,-16.84379,1.6,1.45,261,Sableux,Agricole,25.4,162,Complet,2.1,2,2025,120.0,192.0,39.9,579.0899999999999,0.0,0,30.48,5.568344503761097,1,2,0.2,0.9273389721251467,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0309,Joal-Fadiouth,Thiès,14.15665,-16.81662,0.5,0.9,203,Sableux,Agricole,18.5,121,Partiel,0.9,1,2025,120.0,192.0,40.3,518.3100000000001,0.0,0,22.2,5.318119993844216,1,1,0.1,0.9576771586555427,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0310,Joal-Fadiouth,Thiès,14.16364,-16.83097,3.2,0.2,921,Hydromorphe,Agricole,32.6,180,Partiel,1.5,3,2025,120.0,192.0,39.3,553.76,0.0,0,39.12,6.826545223556594,1,1,0.3,0.9806103999693013,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0311,Joal-Fadiouth,Thiès,14.15963,-16.83076,2.9,0.13,507,Hydromorphe,Urbain lâche,53.1,4004,Partiel,2.1,4,2025,120.0,192.0,42.0,575.11,0.0,0,63.72,6.230481447578482,1,1,0.4,0.9883110129053987,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0312,Joal-Fadiouth,Thiès,14.16987,-16.8342,4.7,0.47,2221,Latéritique,Urbain lâche,53.3,7713,Partiel,4.1,0,2025,120.0,192.0,34.3,485.39,0.0,0,63.96,7.706162970199576,0,1,0.0,0.8707011865559223,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0313,Joal-Fadiouth,Thiès,14.17376,-16.84671,4.3,0.55,300,Sableux,Urbain dense,85.7,7055,Aucun,2.6,2,2025,120.0,192.0,38.9,537.5,0.0,0,102.84,5.707110264748875,0,0,0.2,0.9478071722361506,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0314,Joal-Fadiouth,Thiès,14.17383,-16.83731,3.6,0.46,632,Argilo-sableux,Agricole,10.7,177,Complet,1.5,0,2025,120.0,192.0,36.6,522.26,0.0,0,12.84,6.450470422144176,1,2,0.0,0.8469933938741481,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0315,Joal-Fadiouth,Thiès,14.16597,-16.84386,5.7,1.09,630,Sableux,Urbain dense,72.8,17623,Aucun,2.8,0,2025,120.0,192.0,38.1,577.1600000000001,0.0,0,87.36,6.447305862541213,0,0,0.0,0.8991557598077697,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0316,Joal-Fadiouth,Thiès,14.14191,-16.83374,0.5,0.27,1624,Latéritique,Urbain lâche,43.6,3850,Aucun,2.2,1,2025,120.0,192.0,41.0,593.6800000000001,0.0,0,52.32,7.393263094763838,1,0,0.1,0.9699737939472646,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0317,Joal-Fadiouth,Thiès,14.14661,-16.84517,4.5,0.76,1685,Hydromorphe,Zone humide (Niayes/bas-fond),16.0,249,Aucun,0.8,1,2025,120.0,192.0,38.4,540.77,0.0,0,19.2,7.430114138561801,0,0,0.1,0.9435305865521956,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0318,Kaffrine,Kaffrine,14.10654,-15.5508,23.3,0.04,1933,Argilo-sableux,Agricole,0.0,284,Partiel,6.1,0,2025,120.0,192.0,57.3,803.33,0.0,0,0.0,7.56734567601324,0,1,0.0,0.7446348533310791,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0319,Kaffrine,Kaffrine,14.10041,-15.54333,25.8,0.49,1609,Latéritique,Urbain lâche,60.2,5565,Partiel,5.4,1,2025,120.0,192.0,49.3,728.27,0.0,0,72.24,7.383989457978509,0,1,0.1,0.8774873019757933,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0320,Kaffrine,Kaffrine,14.07923,-15.53776,17.1,1.36,632,Hydromorphe,Urbain lâche,50.9,7220,Partiel,5.1,1,2025,120.0,192.0,51.6,747.13,0.0,0,61.08,6.450470422144176,0,1,0.1,0.9056178800460121,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0321,Kaffrine,Kaffrine,14.11979,-15.56332,13.0,1.36,4250,Hydromorphe,Végétation naturelle,0.0,193,Complet,5.7,0,2025,120.0,192.0,48.6,721.75,0.0,0,0.0,8.35490952835879,1,2,0.0,0.586955340116198,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0322,Kaffrine,Kaffrine,14.08864,-15.56721,7.8,0.97,5872,Argilo-sableux,Agricole,7.9,155,Partiel,4.3,0,2025,120.0,192.0,49.5,689.97,0.0,0,9.48,8.67812085552252,1,1,0.0,0.8294786649550522,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0323,Kaffrine,Kaffrine,14.09603,-15.54846,2.5,0.73,8565,Sableux,Urbain lâche,48.5,5032,Complet,2.4,2,2025,120.0,192.0,49.6,729.38,0.0,0,58.2,9.055556158175316,1,2,0.2,0.8275213403897855,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0324,Kaffrine,Kaffrine,14.08509,-15.5504,11.3,0.11,1081,Argileux,Agricole,20.0,143,Partiel,2.9,0,2025,120.0,192.0,48.4,703.78,0.0,0,24.0,6.9865664594064265,1,1,0.0,0.9340921093475981,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0325,Kaffrine,Kaffrine,14.12223,-15.54427,21.3,0.45,4822,Latéritique,Urbain lâche,48.0,6484,Complet,4.8,0,2025,120.0,192.0,48.3,644.22,0.0,0,57.6,8.481151420068972,0,2,0.0,0.5946268283455585,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0326,Kaffrine,Kaffrine,14.08396,-15.5586,13.9,0.51,1813,Hydromorphe,Urbain lâche,46.7,2986,Partiel,3.3,2,2025,120.0,192.0,45.9,642.37,0.0,0,56.04,7.503289630675082,1,1,0.2,0.9564068529404314,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0327,Kaffrine,Kaffrine,14.0936,-15.54071,19.4,1.21,496,Argilo-sableux,Urbain lâche,47.9,3293,Complet,3.7,0,2025,120.0,192.0,50.1,685.04,0.0,0,57.48,6.208590026096629,0,2,0.0,0.6848642233348842,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0328,Ziguinchor,Ziguinchor,12.56688,-16.29029,2.9,0.03,1381,Argilo-sableux,Urbain lâche,64.7,3045,Aucun,3.8,2,2025,120.0,192.0,79.5,1353.15,0.0,0,77.64,7.231287004327616,1,0,0.2,0.9813080905530732,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0329,Ziguinchor,Ziguinchor,12.55521,-16.28858,5.9,0.32,535,Argilo-sableux,Urbain lâche,56.1,8406,Partiel,3.8,3,2025,120.0,192.0,87.3,1551.3700000000001,0.0,0,67.32,6.284134161070802,1,1,0.3,0.9830989392805406,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0330,Ziguinchor,Ziguinchor,12.56278,-16.2735,9.1,1.03,462,Argilo-sableux,Végétation naturelle,14.0,248,Complet,4.2,1,2025,120.0,192.0,88.1,1447.27,0.0,0,16.8,6.137727054086234,0,2,0.1,0.6722921271109676,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0331,Ziguinchor,Ziguinchor,12.5347,-16.24552,7.7,0.6,521,Hydromorphe,Zone humide (Niayes/bas-fond),23.7,85,Partiel,0.2,3,2025,120.0,192.0,83.8,1266.94,0.0,0,28.44,6.257667587882639,1,1,0.3,0.9841933222090249,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0332,Ziguinchor,Ziguinchor,12.58222,-16.27025,15.4,2.88,1520,Argileux,Urbain lâche,62.0,3973,Aucun,6.4,0,2025,120.0,192.0,87.1,1469.2199999999998,0.0,0,74.4,7.327123292259293,0,0,0.0,0.8880115919823506,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0333,Ziguinchor,Ziguinchor,12.56493,-16.28405,11.5,1.07,2368,Sableux,Urbain lâche,56.3,5371,Aucun,4.0,1,2025,120.0,192.0,84.2,1329.3600000000001,0.0,0,67.56,7.7702232041587855,0,0,0.1,0.9103472500191779,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0334,Ziguinchor,Ziguinchor,12.56656,-16.25719,7.7,0.31,259,Argilo-sableux,Urbain dense,88.7,12244,Aucun,3.0,6,2025,120.0,192.0,84.9,1439.42,0.0,0,106.44,5.560681631015528,1,0,0.6,0.9951449084860406,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0335,Ziguinchor,Ziguinchor,12.56666,-16.28001,3.0,2.37,536,Sableux,Urbain dense,82.1,14391,Aucun,3.5,1,2025,120.0,192.0,83.0,1611.4,0.0,0,98.52,6.285998094508865,1,0,0.1,0.9628400231455561,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0336,Ziguinchor,Ziguinchor,12.57452,-16.27871,15.6,0.4,229,Latéritique,Urbain dense,91.3,15128,Partiel,3.2,1,2025,120.0,192.0,85.6,1390.6399999999999,0.0,0,109.56,5.438079308923196,0,1,0.1,0.9259383249206067,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0337,Ziguinchor,Ziguinchor,12.56827,-16.26111,5.2,1.83,238,Argilo-sableux,Urbain dense,80.1,30838,Complet,3.8,1,2025,120.0,192.0,86.3,1501.85,0.0,0,96.12,5.476463551931511,1,2,0.1,0.93667719401883,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0338,Ziguinchor,Ziguinchor,12.5606,-16.25105,11.6,0.11,339,Sableux,Urbain dense,93.4,24042,Complet,3.6,0,2025,120.0,192.0,80.3,1308.16,0.0,0,112.08,5.8289456176102075,0,2,0.0,0.821466612195584,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0339,Ziguinchor,Ziguinchor,12.53547,-16.2734,16.0,0.95,497,Latéritique,Urbain dense,80.1,10499,Complet,6.6,0,2025,120.0,192.0,85.6,1306.08,0.0,0,96.12,6.210600077024653,0,2,0.0,0.6870820967513975,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0340,Kolda,Kolda,12.89564,-14.9468,22.8,0.55,234,Argilo-sableux,Urbain lâche,48.6,3171,Complet,6.0,0,2025,120.0,192.0,79.8,1154.02,0.0,0,58.32,5.459585514144159,1,2,0.0,0.8498856658888585,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0341,Kolda,Kolda,12.88263,-14.94852,29.0,3.67,343,Argilo-sableux,Agricole,11.4,430,Complet,6.8,0,2025,120.0,192.0,69.6,1008.6600000000001,0.0,0,13.68,5.840641657373398,0,2,0.0,0.5321575312885996,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0342,Kolda,Kolda,12.89583,-14.95035,25.3,1.57,452,Sableux,Urbain dense,72.0,13876,Complet,5.7,0,2025,120.0,192.0,73.1,1056.98,0.0,0,86.4,6.115892125483034,1,2,0.0,0.7566190169144495,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0343,Kolda,Kolda,12.88613,-14.92754,30.7,5.34,1913,Hydromorphe,Zone humide (Niayes/bas-fond),32.7,334,Partiel,2.1,0,2025,120.0,192.0,68.3,971.4799999999999,0.0,0,39.24,7.5569505720129,0,1,0.0,0.7219646424401271,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0344,Kolda,Kolda,12.88924,-14.95369,41.2,1.49,4804,Sableux,Agricole,24.3,62,Complet,10.3,0,2025,120.0,192.0,75.5,1099.0700000000002,0.0,0,29.16,8.477412321404392,0,2,0.0,0.3817984198055917,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0345,Kolda,Kolda,12.92682,-14.92524,27.4,0.47,847,Argilo-sableux,Urbain lâche,43.9,5900,Partiel,7.9,0,2025,120.0,192.0,72.3,1026.04,0.0,0,52.68,6.742880635791903,1,1,0.0,0.9022680188160093,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0346,Kolda,Kolda,12.90482,-14.94159,15.7,0.41,917,Argilo-sableux,Urbain dense,74.6,22941,Partiel,4.6,3,2025,120.0,192.0,75.6,1089.97,0.0,0,89.52,6.822197390620491,1,1,0.3,0.9716003710544734,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
