zone_id,annee,cumul_pluie_hivernage_mm,nb_jours_pluie,pluie_max_24h_mm,pluie_max_72h_mm,hauteur_crue_fleuve_m,inondation,duree_submersion_jours,is_riverain
Z0144,2019,368.8,26,10.0,21.4,,0,0,0
Z0144,2020,498.7,39,46.5,77.3,,0,0,0
Z0144,2021,449.5,27,10.0,15.9,,0,0,0
Z0144,2022,393.0,21,38.9,84.0,,0,0,0
Z0144,2023,399.0,31,10.0,15.5,,0,0,0
Z0144,2024,467.8,30,20.2,39.2,,1,4,0
Z0145,2015,511.8,35,37.8,52.1,,1,4,0
Z0145,2016,381.0,22,10.0,13.1,,0,0,0
Z0145,2017,499.2,35,15.4,22.2,,0,0,0
Z0145,2018,443.8,33,10.0,20.7,,0,0,0
Z0145,2019,627.2,40,18.5,26.7,,0,0,0
Z0145,2020,533.4,34,21.0,37.3,,0,0,0
Z0145,2021,354.2,18,10.0,18.3,,0,0,0
Z0145,2022,595.2,41,18.1,24.4,,0,0,0
Z0145,2023,375.2,36,36.8,79.0,,0,0,0
Z0145,2024,482.7,28,19.9,40.2,,0,0,0
Z0146,2015,530.6,42,10.0,21.8,,0,0,0
Z0146,2016,440.4,31,20.0,35.8,,0,0,0
Z0146,2017,493.8,41,53.7,86.2,,0,0,0
Z0146,2018,457.2,32,23.5,43.0,,0,0,0
Z0146,2019,406.9,31,30.8,66.0,,0,0,0
Z0146,2020,534.7,38,18.3,29.9,,0,0,0
Z0146,2021,647.2,49,49.7,95.6,,1,23,0
Z0146,2022,500.1,33,21.7,37.8,,0,0,0
Z0146,2023,293.3,20,17.5,27.6,,0,0,0
Z0146,2024,627.2,38,21.6,47.1,,0,0,0
Z0147,2015,423.5,19,27.1,49.8,,1,3,0
Z0147,2016,417.3,35,16.4,34.7,,0,0,0
Z0147,2017,391.7,28,13.3,19.3,,0,0,0
Z0147,2018,343.3,35,16.3,29.8,,0,0,0
Z0147,2019,307.7,21,10.0,15.2,,0,0,0
Z0147,2020,670.4,44,22.2,31.5,,0,0,0
Z0147,2021,451.5,32,19.3,40.5,,0,0,0
Z0147,2022,411.5,29,10.0,19.4,,0,0,0
Z0147,2023,407.2,29,10.0,20.7,,0,0,0
Z0147,2024,770.1,56,44.7,59.2,,0,0,0
Z0148,2015,308.3,17,11.4,17.4,,0,0,0
Z0148,2016,202.4,16,10.0,12.1,,0,0,0
Z0148,2017,318.9,26,13.5,23.9,,0,0,0
Z0148,2018,400.9,26,48.1,80.0,,1,14,0
Z0148,2019,472.2,31,35.0,73.5,,1,2,0
Z0148,2020,416.9,31,24.4,50.5,,0,0,0
Z0148,2021,334.6,22,10.0,21.2,,0,0,0
Z0148,2022,465.9,33,18.9,22.9,,0,0,0
Z0148,2023,337.3,21,10.0,21.5,,0,0,0
Z0148,2024,406.0,28,15.0,18.9,,0,0,0
Z0149,2015,263.3,23,19.3,36.5,,0,0,0
Z0149,2016,303.7,20,36.7,52.5,,0,0,0
Z0149,2017,318.4,18,31.9,64.6,,0,0,0
Z0149,2018,309.4,17,10.0,12.2,,0,0,0
Z0149,2019,449.9,32,26.5,46.0,,0,0,0
Z0149,2020,592.6,38,10.0,21.1,,0,0,0
Z0149,2021,429.5,33,25.0,40.4,,0,0,0
Z0149,2022,654.4,47,10.0,17.1,,0,0,0
Z0149,2023,318.2,24,10.0,18.3,,0,0,0
Z0149,2024,585.8,44,69.1,148.6,,0,0,0
Z0150,2015,357.9,23,17.7,25.7,,0,0,0
Z0150,2016,534.7,42,10.0,13.4,,0,0,0
Z0150,2017,362.1,27,29.3,45.7,,0,0,0
Z0150,2018,362.1,36,43.9,80.1,,0,0,0
Z0150,2019,282.9,15,10.0,17.9,,0,0,0
Z0150,2020,288.0,20,12.5,20.6,,0,0,0
Z0150,2021,284.7,17,14.0,19.6,,0,0,0
Z0150,2022,543.2,40,23.0,31.3,,0,0,0
Z0150,2023,469.4,27,32.5,43.6,,0,0,0
Z0150,2024,521.4,39,10.0,21.5,,0,0,0
Z0151,2015,575.5,44,36.5,58.3,,0,0,0
Z0151,2016,565.8,38,31.6,69.7,,0,0,0
Z0151,2017,207.6,17,10.0,18.8,,0,0,0
Z0151,2018,192.5,13,10.0,12.3,,0,0,0
Z0151,2019,452.8,31,17.1,29.5,,0,0,0
Z0151,2020,574.8,38,33.9,49.6,,0,0,0
Z0151,2021,464.9,31,71.0,124.4,,0,0,0
Z0151,2022,608.9,48,31.6,45.9,,0,0,0
Z0151,2023,356.2,20,15.7,25.6,,0,0,0
Z0151,2024,728.5,54,75.7,115.1,,0,0,0
Z0152,2015,277.2,10,12.6,15.3,,0,0,0
Z0152,2016,388.3,21,23.5,43.4,,0,0,0
Z0152,2017,322.8,20,27.2,40.8,,0,0,0
Z0152,2018,439.2,35,31.1,54.1,,0,0,0
Z0152,2019,502.4,33,41.1,63.7,,1,15,0
Z0152,2020,554.8,38,14.8,23.5,,0,0,0
Z0152,2021,598.9,46,48.4,105.4,,0,0,0
Z0152,2022,429.9,28,10.0,14.9,,0,0,0
Z0152,2023,310.2,26,10.2,13.5,,0,0,0
Z0152,2024,456.4,38,23.5,35.6,,0,0,0
Z0153,2015,443.2,37,10.0,13.9,,0,0,0
Z0153,2016,307.7,15,26.6,56.3,,0,0,0
Z0153,2017,483.2,26,11.8,21.3,,0,0,0
Z0153,2018,649.6,48,18.9,38.6,,0,0,0
Z0153,2019,511.1,33,19.6,37.2,,0,0,0
Z0153,2020,483.2,34,36.3,73.9,,0,0,0
Z0153,2021,442.4,38,10.0,20.3,,0,0,0
Z0153,2022,708.8,47,34.4,51.4,,0,0,0
Z0153,2023,438.0,32,56.7,101.7,,1,5,0
Z0153,2024,629.7,52,10.0,15.4,,0,0,0
Z0154,2015,419.9,31,16.2,34.0,,0,0,0
Z0154,2016,445.6,32,52.6,91.6,,0,0,0
Z0154,2017,410.9,30,33.1,71.4,,1,2,0
Z0154,2018,283.8,21,12.9,19.9,,0,0,0
Z0154,2019,607.1,46,35.3,72.6,,0,0,0
Z0154,2020,682.4,51,52.9,72.4,,0,0,0
Z0154,2021,405.3,26,38.1,67.0,,1,5,0
Z0154,2022,561.3,39,29.0,58.0,,1,4,0
Z0154,2023,492.8,39,31.1,54.1,,1,3,0
Z0154,2024,649.8,53,23.3,46.8,,0,0,0
Z0155,2015,474.0,37,27.5,47.2,,0,0,0
Z0155,2016,283.8,17,16.5,22.8,,0,0,0
Z0155,2017,546.7,43,16.0,31.3,,0,0,0
Z0155,2018,359.8,25,10.0,16.3,,0,0,0
Z0155,2019,423.8,31,10.0,13.3,,0,0,0
Z0155,2020,681.7,46,44.9,79.3,,0,0,0
Z0155,2021,387.4,30,10.4,12.7,,0,0,0
Z0155,2022,491.7,31,27.4,36.2,,0,0,0
Z0155,2023,268.1,21,11.1,14.7,,0,0,0
Z0155,2024,566.2,42,20.7,37.6,,0,0,0
Z0156,2015,346.3,24,12.2,21.4,,0,0,0
Z0156,2016,338.3,22,10.0,14.7,,0,0,0
Z0156,2017,441.1,28,21.1,36.7,,1,6,0
Z0156,2018,531.3,32,16.6,24.3,,0,0,0
Z0156,2019,314.1,26,18.5,31.2,,0,0,0
Z0156,2020,343.0,22,10.0,15.5,,0,0,0
Z0156,2021,438.6,34,17.3,33.3,,1,9,0
Z0156,2022,495.6,35,36.4,73.8,,0,0,0
Z0156,2023,574.0,43,17.8,24.7,,0,0,0
Z0156,2024,536.4,31,23.5,29.6,,0,0,0
Z0157,2015,324.7,19,12.2,21.5,,0,0,0
Z0157,2016,302.1,20,20.1,27.8,,0,0,0
Z0157,2017,360.1,23,29.4,52.2,,0,0,0
Z0157,2018,445.7,38,35.6,69.7,,0,0,0
Z0157,2019,495.9,34,33.1,60.3,,1,5,0
Z0157,2020,489.2,30,24.7,37.2,,0,0,0
Z0157,2021,241.5,14,10.0,14.7,,0,0,0
Z0157,2022,617.5,47,30.4,55.8,,0,0,0
Z0157,2023,464.9,29,10.0,16.3,,0,0,0
Z0157,2024,445.7,46,13.0,18.6,,0,0,0
Z0158,2015,459.0,30,15.0,24.5,,0,0,0
Z0158,2016,517.5,37,26.4,32.9,,0,0,0
Z0158,2017,389.4,24,23.1,28.8,,0,0,0
Z0158,2018,442.3,31,31.4,62.1,,0,0,0
Z0158,2019,329.4,12,10.0,13.9,,0,0,0
Z0158,2020,746.3,59,54.8,66.6,,0,0,0
Z0158,2021,459.0,31,10.0,12.9,,0,0,0
Z0158,2022,538.5,36,36.4,53.8,,0,0,0
Z0158,2023,320.9,27,10.0,19.1,,0,0,0
Z0158,2024,567.2,37,16.1,28.6,,0,0,0
Z0159,2015,384.0,28,10.0,15.3,,1,5,0
Z0159,2016,292.2,18,14.6,27.3,,0,0,0
Z0159,2017,355.3,25,10.0,14.7,,0,0,0
Z0159,2018,312.4,19,26.2,41.2,,1,15,0
Z0159,2019,516.4,30,30.7,64.1,,0,0,0
Z0159,2020,545.0,34,10.0,19.0,,0,0,0
Z0159,2021,576.3,39,34.9,67.2,,0,0,0
Z0159,2022,379.1,25,14.0,23.4,,0,0,0
Z0159,2023,384.0,44,37.5,53.3,,0,0,0
Z0159,2024,685.7,39,14.6,29.9,,0,0,0
Z0160,2015,562.8,43,12.7,20.6,,1,5,0
Z0160,2016,630.2,50,58.9,120.5,,1,9,0
Z0160,2017,395.8,28,10.0,16.6,,0,0,0
Z0160,2018,495.4,32,36.2,49.5,,0,0,0
Z0160,2019,347.3,23,11.7,24.9,,0,0,0
Z0160,2020,679.4,48,10.0,14.4,,0,0,0
Z0160,2021,442.2,33,10.0,12.4,,0,0,0
Z0160,2022,446.9,27,18.8,23.6,,1,2,0
Z0160,2023,354.7,27,16.1,25.6,,0,0,0
Z0160,2024,395.6,21,13.0,26.4,,0,0,0
Z0161,2015,388.2,24,10.1,16.3,,0,0,0
Z0161,2016,289.3,26,16.4,30.7,,0,0,0
Z0161,2017,305.6,18,10.0,18.8,,0,0,0
Z0161,2018,354.2,23,10.0,17.2,,0,0,0
Z0161,2019,331.5,29,10.1,34.5,,0,0,0
Z0161,2020,520.2,35,10.0,21.1,,0,0,0
Z0161,2021,349.8,30,10.0,19.0,,0,0,0
Z0161,2022,465.2,34,23.5,49.8,,0,0,0
Z0161,2023,366.8,25,26.6,53.7,,0,0,0
Z0161,2024,631.3,49,17.5,34.1,,0,0,0
Z0162,2015,307.8,34,10.0,21.9,,1,17,0
Z0162,2016,395.1,21,29.0,61.3,,0,0,0
Z0162,2017,426.9,28,11.3,14.4,,0,0,0
Z0162,2018,395.1,21,18.3,39.9,,0,0,0
Z0162,2019,290.8,12,10.0,18.7,,0,0,0
Z0162,2020,904.9,68,71.2,93.6,,0,0,0
Z0162,2021,308.2,21,14.6,27.4,,0,0,0
Z0162,2022,393.4,22,12.7,21.0,,0,0,0
Z0162,2023,416.3,27,14.6,21.5,,0,0,0
Z0162,2024,396.8,27,20.8,35.8,,0,0,0
Z0163,2015,274.6,19,10.0,20.9,,0,0,0
Z0163,2016,517.5,35,27.9,59.5,,0,0,0
Z0163,2017,518.5,44,16.7,30.5,,0,0,0
Z0163,2018,462.9,33,21.0,41.0,,0,0,0
Z0163,2019,396.4,18,18.8,27.8,,0,0,0
Z0163,2020,499.9,36,54.4,118.8,,0,0,0
Z0163,2021,499.9,21,19.8,35.3,,0,0,0
Z0163,2022,561.6,36,44.5,57.1,,0,0,0
Z0163,2023,449.3,34,14.4,24.2,,0,0,0
Z0163,2024,521.9,38,25.3,34.8,,0,0,0
Z0164,2015,515.2,33,20.9,40.6,,0,0,0
Z0164,2016,286.1,17,10.0,12.6,,0,0,0
Z0164,2017,307.0,24,10.0,16.5,,0,0,0
Z0164,2018,346.2,29,18.0,23.9,,0,0,0
Z0164,2019,320.1,17,10.0,18.6,,0,0,0
Z0164,2020,534.9,37,14.8,28.1,,0,0,0
Z0164,2021,327.1,18,23.6,37.4,,0,0,0
Z0164,2022,580.4,42,35.3,75.9,,0,0,0
Z0164,2023,245.4,19,25.0,42.7,,0,0,0
Z0164,2024,426.0,25,12.7,26.4,,0,0,0
Z0165,2015,229.6,19,10.0,13.6,,0,0,0
Z0165,2016,470.9,32,10.0,13.2,,0,0,0
Z0165,2017,380.8,26,10.0,15.3,,0,0,0
Z0165,2018,500.1,29,10.0,21.6,,0,0,0
Z0165,2019,294.7,23,11.4,18.3,,0,0,0
Z0165,2020,518.2,37,11.4,42.1,,0,0,0
Z0165,2021,500.1,37,44.9,94.7,,0,0,0
Z0165,2022,491.4,32,14.7,21.8,,1,9,0
Z0165,2023,321.1,28,19.6,23.8,,0,0,0
Z0165,2024,441.5,27,13.3,21.0,,0,0,0
Z0166,2015,355.9,23,10.0,15.2,,0,0,0
Z0166,2016,683.1,49,48.9,101.3,,1,18,0
Z0166,2017,481.4,39,10.0,20.5,,0,0,0
Z0166,2018,561.1,42,42.0,62.1,,0,0,0
Z0166,2019,502.3,33,37.9,63.1,,0,0,0
Z0166,2020,440.7,26,35.5,68.0,,0,0,0
Z0166,2021,358.1,28,12.7,20.7,,0,0,0
Z0166,2022,465.6,35,21.0,25.6,,0,0,0
Z0166,2023,364.9,35,20.0,28.9,,0,0,0
Z0166,2024,659.6,47,45.0,70.7,,1,8,0
Z0167,2015,403.3,20,16.1,27.1,,0,0,0
Z0167,2016,472.0,41,11.2,19.6,,0,0,0
Z0167,2017,573.6,48,47.6,81.0,,0,0,0
Z0167,2018,301.2,19,17.6,29.2,,0,0,0
Z0167,2019,496.4,35,39.2,84.8,,0,0,0
Z0167,2020,788.0,61,36.5,79.2,,0,0,0
Z0167,2021,468.2,39,38.8,66.4,,0,0,0
Z0167,2022,517.7,34,15.1,25.8,,0,0,0
Z0167,2023,328.9,20,28.4,50.2,,0,0,0
Z0167,2024,523.2,45,64.5,133.2,,0,0,0
Z0168,2015,323.2,24,16.5,22.4,,0,0,0
Z0168,2016,358.9,28,13.7,22.2,,0,0,0
Z0168,2017,526.4,38,14.8,23.4,,0,0,0
Z0168,2018,367.3,23,16.7,23.0,,0,0,0
Z0168,2019,317.4,23,11.8,17.3,,0,0,0
Z0168,2020,706.7,50,32.6,41.0,,0,0,0
Z0168,2021,377.0,22,27.7,35.1,,0,0,0
Z0168,2022,521.4,32,10.0,16.9,,0,0,0
Z0168,2023,449.6,33,14.8,77.7,,0,0,0
Z0168,2024,329.7,24,10.0,21.3,,1,3,0
Z0169,2015,372.9,33,30.2,43.5,,0,0,0
Z0169,2016,228.7,12,10.0,18.4,,0,0,0
Z0169,2017,355.4,31,25.0,30.5,,0,0,0
Z0169,2018,407.3,25,20.0,41.7,,0,0,0
Z0169,2019,358.2,25,15.1,25.3,,0,0,0
Z0169,2020,400.1,26,21.2,36.9,,0,0,0
Z0169,2021,523.6,39,52.0,83.1,,0,0,0
Z0169,2022,727.6,52,89.1,113.9,,0,0,0
Z0169,2023,366.7,25,13.6,25.3,,0,0,0
Z0169,2024,498.1,37,19.9,34.6,,0,0,0
Z0170,2015,367.3,30,10.0,21.4,,0,0,0
Z0170,2016,375.9,22,10.0,20.8,,0,0,0
Z0170,2017,348.4,20,23.8,24.0,,0,0,0
Z0170,2018,331.3,16,37.0,74.8,,0,0,0
Z0170,2019,510.2,34,61.1,118.1,,0,0,0
Z0170,2020,424.9,30,23.8,31.4,,0,0,0
Z0170,2021,470.7,28,14.2,24.0,,0,0,0
Z0170,2022,419.4,26,11.3,18.0,,0,0,0
Z0170,2023,344.1,25,35.1,71.7,,0,0,0
Z0170,2024,661.8,47,43.3,93.8,,0,0,0
Z0171,2015,544.4,36,24.6,48.8,,0,0,0
Z0171,2016,426.2,31,17.3,22.0,,0,0,0
Z0171,2017,297.8,26,23.3,32.3,,0,0,0
Z0171,2018,472.9,37,39.9,76.8,,0,0,0
Z0171,2019,258.2,19,29.8,42.4,,0,0,0
Z0171,2020,443.6,33,10.4,20.5,,0,0,0
Z0171,2021,240.7,17,10.0,14.4,,0,0,0
Z0171,2022,567.8,38,84.8,168.9,,0,0,0
Z0171,2023,322.8,24,23.3,24.7,,0,0,0
Z0171,2024,345.6,23,11.4,16.4,,0,0,0
Z0172,2015,462.4,29,11.4,16.8,,0,0,0
Z0172,2016,420.1,35,16.7,26.6,,0,0,0
Z0172,2017,565.0,36,29.3,53.4,,0,0,0
Z0172,2018,436.1,31,15.6,26.9,,0,0,0
Z0172,2019,447.6,28,12.4,15.2,,0,0,0
Z0172,2020,499.3,32,13.7,20.6,,0,0,0
Z0172,2021,503.1,29,47.2,67.0,,0,0,0
Z0172,2022,462.4,38,21.9,38.7,,0,0,0
Z0172,2023,391.1,18,15.6,14.6,,0,0,0
Z0172,2024,496.2,29,12.7,18.8,,0,0,0
Z0173,2015,833.0,63,13.1,18.5,,0,0,0
Z0173,2016,297.6,19,12.1,26.0,,0,0,0
Z0173,2017,293.8,21,15.7,25.9,,0,0,0
Z0173,2018,349.1,24,23.8,40.0,,0,0,0
Z0173,2019,415.5,33,10.0,12.9,,0,0,0
Z0173,2020,584.1,47,78.7,124.5,,1,2,0
Z0173,2021,415.5,24,10.0,20.6,,0,0,0
Z0173,2022,576.4,39,63.9,103.5,,0,0,0
Z0173,2023,402.8,29,24.3,30.8,,0,0,0
Z0173,2024,422.6,25,60.3,131.1,,0,0,0
Z0174,2015,358.1,22,10.7,16.6,,0,0,0
Z0174,2016,373.8,23,19.6,24.6,,0,0,0
Z0174,2017,606.7,41,26.5,50.6,,0,0,0
Z0174,2018,457.0,26,10.0,15.9,,0,0,0
Z0174,2019,381.3,20,18.3,36.7,,0,0,0
Z0174,2020,554.6,31,36.4,69.1,,0,0,0
Z0174,2021,529.2,42,24.0,43.5,,0,0,0
Z0174,2022,677.1,42,19.6,86.5,,0,0,0
Z0174,2023,507.1,31,10.0,16.2,,0,0,0
Z0174,2024,607.2,40,35.6,56.5,,0,0,0
Z0175,2015,315.1,21,13.7,18.4,,0,0,0
Z0175,2016,551.3,41,44.1,87.0,,0,0,0
Z0175,2017,474.7,32,28.6,55.0,,0,0,0
Z0175,2018,474.7,52,29.0,52.2,,0,0,0
Z0175,2019,343.3,22,20.3,39.4,,0,0,0
Z0175,2020,460.9,31,10.0,18.9,,0,0,0
Z0175,2021,592.0,37,13.5,16.6,,0,0,0
Z0175,2022,618.2,43,35.5,57.5,,0,0,0
Z0175,2023,394.6,26,10.0,15.0,,0,0,0
Z0175,2024,497.1,28,19.3,32.8,,0,0,0
Z0176,2015,152.0,5,14.1,23.7,,0,0,0
Z0176,2016,453.1,31,17.5,26.0,,0,0,0
Z0176,2017,396.7,20,36.1,56.2,,0,0,0
Z0176,2018,159.4,7,10.0,13.2,,0,0,0
Z0176,2019,385.0,22,13.8,22.1,,0,0,0
Z0176,2020,423.6,33,23.3,37.1,,0,0,0
Z0176,2021,455.4,22,28.4,44.1,,0,0,0
Z0176,2022,607.4,43,30.7,51.1,,1,2,0
Z0176,2023,271.7,20,10.0,12.6,,0,0,0
Z0176,2024,728.7,54,32.7,51.7,,0,0,0
Z0177,2015,286.8,19,19.1,24.4,,0,0,0
Z0177,2016,461.3,37,10.0,19.4,,0,0,0
Z0177,2017,417.9,26,19.1,34.1,,0,0,0
Z0177,2018,450.7,31,16.4,26.2,,0,0,0
Z0177,2019,477.9,31,29.9,36.9,,0,0,0
Z0177,2020,460.0,35,24.7,32.5,,0,0,0
Z0177,2021,460.9,29,12.9,25.2,,0,0,0
Z0177,2022,347.4,24,25.4,37.4,,0,0,0
Z0177,2023,287.0,19,10.0,12.8,,0,0,0
Z0177,2024,563.7,39,40.4,78.9,,0,0,0
Z0178,2015,574.6,38,17.7,49.5,,0,0,0
Z0178,2016,308.1,18,10.0,14.4,,0,0,0
Z0178,2017,487.3,35,12.6,16.7,,0,0,0
Z0178,2018,487.1,29,27.3,36.6,,0,0,0
Z0178,2019,334.2,27,17.7,30.4,,0,0,0
Z0178,2020,741.3,50,58.9,126.9,,0,0,0
Z0178,2021,553.3,34,14.2,23.4,,0,0,0
Z0178,2022,564.2,44,20.9,42.5,,0,0,0
Z0178,2023,394.3,24,16.8,23.4,,0,0,0
Z0178,2024,493.7,32,23.0,33.3,,0,0,0
Z0179,2015,446.4,26,31.7,45.2,,0,0,0
Z0179,2016,296.7,14,10.0,13.8,,0,0,0
Z0179,2017,513.7,34,20.1,27.4,,0,0,0
Z0179,2018,281.9,24,26.0,32.1,,0,0,0
Z0179,2019,434.0,31,47.9,104.3,,0,0,0
Z0179,2020,409.4,35,11.0,21.9,,0,0,0
Z0179,2021,352.5,25,10.0,13.0,,0,0,0
Z0179,2022,474.5,31,85.3,142.6,,0,0,0
Z0179,2023,569.2,45,62.4,132.9,,0,0,0
Z0179,2024,654.2,47,32.2,40.8,,0,0,0
Z0180,2015,584.2,48,18.9,40.6,,0,0,0
Z0180,2016,384.5,19,15.8,25.9,,0,0,0
Z0180,2017,393.9,27,10.0,20.1,,0,0,0
Z0180,2018,709.6,46,60.6,110.2,,0,0,0
Z0180,2019,412.1,24,28.5,50.9,,0,0,0
Z0180,2020,388.0,23,41.1,76.0,,0,0,0
Z0180,2021,376.3,17,24.6,51.9,,0,0,0
Z0180,2022,531.9,43,11.4,17.3,,0,0,0
Z0180,2023,387.2,35,17.6,22.3,,0,0,0
Z0180,2024,506.2,30,12.6,17.0,,0,0,0
Z0181,2015,365.0,28,31.9,39.8,,0,0,0
Z0181,2016,307.0,22,10.0,18.6,,0,0,0
Z0181,2017,434.9,34,27.7,44.7,,1,1,0
Z0181,2018,519.1,34,46.9,100.6,,0,0,0
Z0181,2019,279.2,17,21.9,42.7,,1,12,0
Z0181,2020,466.1,30,20.3,24.8,,0,0,0
Z0181,2021,295.6,10,10.0,12.9,,0,0,0
Z0181,2022,881.6,62,38.6,83.1,,1,6,0
Z0181,2023,379.3,32,30.1,62.7,,0,0,0
Z0181,2024,655.2,45,23.4,37.6,,1,2,0
Z0182,2015,373.4,29,10.0,12.7,,0,0,0
Z0182,2016,392.5,30,10.0,12.0,,0,0,0
Z0182,2017,292.1,32,14.6,27.6,,0,0,0
Z0182,2018,402.3,24,10.0,13.3,,0,0,0
Z0182,2019,509.9,36,10.0,14.5,,0,0,0
Z0182,2020,622.1,42,11.4,16.6,,1,2,0
Z0182,2021,703.9,51,32.3,63.0,,0,0,0
Z0182,2022,502.4,32,22.6,29.3,,1,8,0
Z0182,2023,485.7,28,31.2,59.2,,0,0,0
Z0182,2024,485.7,33,12.0,16.5,,1,7,0
Z0183,2015,514.5,34,21.4,29.6,,0,0,0
Z0183,2016,264.8,21,10.0,20.0,,0,0,0
Z0183,2017,439.9,27,17.5,21.2,,0,0,0
Z0183,2018,545.4,45,40.8,73.2,,0,0,0
Z0183,2019,583.3,43,21.3,19.4,,0,0,0
Z0183,2020,767.4,54,43.9,94.2,,0,0,0
Z0183,2021,586.3,34,38.9,82.5,,0,0,0
Z0183,2022,584.3,50,21.3,31.0,,0,0,0
Z0183,2023,303.9,26,10.0,17.6,,0,0,0
Z0183,2024,348.2,27,10.0,20.8,,0,0,0
Z0184,2015,362.7,23,13.8,17.7,,0,0,0
Z0184,2016,220.8,6,10.0,18.2,,0,0,0
Z0184,2017,646.7,40,17.1,20.8,,1,2,0
Z0184,2018,420.8,35,14.3,31.4,,0,0,0
Z0184,2019,362.7,19,12.2,15.5,,0,0,0
Z0184,2020,302.5,24,10.0,15.8,,0,0,0
Z0184,2021,420.0,32,29.5,58.4,,1,2,0
Z0184,2022,349.2,23,14.3,18.6,,0,0,0
Z0184,2023,247.5,19,17.0,35.2,,0,0,0
Z0184,2024,398.2,27,25.3,41.5,,0,0,0
Z0185,2015,478.7,43,27.0,37.2,,1,12,0
Z0185,2016,431.2,35,21.9,47.1,,0,0,0
Z0185,2017,198.3,14,17.6,31.2,,0,0,0
Z0185,2018,489.8,30,45.9,71.9,,0,0,0
Z0185,2019,460.7,30,13.7,23.5,,1,8,0
Z0185,2020,493.0,36,10.0,12.2,,0,0,0
Z0185,2021,282.7,18,20.6,35.6,,0,0,0
Z0185,2022,578.6,41,17.4,25.8,,1,11,0
Z0185,2023,584.7,42,14.6,24.5,,0,0,0
Z0185,2024,627.9,49,14.7,31.1,,0,0,0
Z0186,2015,493.6,38,34.8,64.9,,0,0,0
Z0186,2016,358.4,29,19.3,35.1,,0,0,0
Z0186,2017,571.4,42,25.0,50.9,,0,0,0
Z0186,2018,280.4,19,12.7,18.8,,0,0,0
Z0186,2019,425.8,28,28.1,43.9,,0,0,0
Z0186,2020,628.1,47,39.0,73.4,,1,8,0
Z0186,2021,601.3,40,10.0,20.2,,0,0,0
Z0186,2022,599.7,46,14.3,28.9,,0,0,0
Z0186,2023,526.4,37,56.4,94.7,,0,0,0
Z0186,2024,507.9,33,10.5,20.3,,0,0,0
Z0187,2015,333.6,27,11.5,14.6,,0,0,0
Z0187,2016,505.5,39,15.9,24.0,,0,0,0
Z0187,2017,505.8,33,34.7,47.6,,0,0,0
Z0187,2018,510.5,35,10.0,16.8,,0,0,0
Z0187,2019,305.4,18,16.5,33.8,,0,0,0
Z0187,2020,468.7,37,27.2,43.2,,0,0,0
Z0187,2021,313.8,23,14.5,19.3,,0,0,0
Z0187,2022,457.9,36,18.1,27.0,,0,0,0
Z0187,2023,316.0,25,10.0,19.6,,0,0,0
Z0187,2024,534.2,38,15.7,33.7,,0,0,0
Z0188,2015,328.6,20,13.4,23.6,,0,0,0
Z0188,2016,296.9,21,26.3,56.4,,0,0,0
Z0188,2017,281.8,24,18.8,25.8,,0,0,0
Z0188,2018,276.2,14,19.9,37.1,,0,0,0
Z0188,2019,533.7,36,34.0,71.1,,0,0,0
Z0188,2020,413.9,24,17.2,28.9,,0,0,0
Z0188,2021,577.7,37,73.1,140.3,,0,0,0
Z0188,2022,517.7,34,16.4,33.0,,0,0,0
Z0188,2023,412.0,30,21.3,43.3,,1,13,0
Z0188,2024,626.3,47,31.0,63.5,,1,4,0
Z0189,2015,326.7,22,14.6,25.8,,0,0,0
Z0189,2016,409.9,29,16.6,27.7,,0,0,0
Z0189,2017,348.9,29,25.4,40.2,,0,0,0
Z0189,2018,609.2,43,12.0,22.5,,0,0,0
Z0189,2019,362.7,26,10.0,14.2,,0,0,0
Z0189,2020,478.4,30,20.7,39.6,,0,0,0
Z0189,2021,251.6,16,10.0,16.3,,0,0,0
Z0189,2022,659.5,44,25.8,36.1,,0,0,0
Z0189,2023,396.5,22,43.7,84.3,,0,0,0
Z0189,2024,419.0,29,35.1,58.5,,0,0,0
Z0190,2015,407.4,30,44.4,91.5,,0,0,0
Z0190,2016,648.4,51,27.3,47.6,,0,0,0
Z0190,2017,457.2,26,68.1,105.1,,1,8,0
Z0190,2018,455.0,25,19.7,37.8,,0,0,0
Z0190,2019,232.4,18,10.5,16.9,,0,0,0
Z0190,2020,274.4,9,10.0,19.6,,0,0,0
Z0190,2021,489.4,38,24.3,39.0,,0,0,0
Z0190,2022,662.5,45,33.5,70.1,,0,0,0
Z0190,2023,386.2,28,23.9,48.8,,0,0,0
Z0190,2024,387.6,28,10.4,21.2,,0,0,0
Z0191,2015,580.6,46,10.0,20.1,,0,0,0
Z0191,2016,508.8,43,16.5,20.9,,0,0,0
Z0191,2017,307.9,18,16.5,34.8,,0,0,0
Z0191,2018,376.3,25,20.4,28.2,,0,0,0
Z0191,2019,387.1,24,15.6,28.0,,0,0,0
Z0191,2020,447.1,32,47.1,78.2,,1,1,0
Z0191,2021,582.2,39,13.5,24.8,,0,0,0
Z0191,2022,308.7,26,16.6,22.3,,0,0,0
Z0191,2023,505.4,36,16.5,51.0,,1,2,0
Z0191,2024,524.6,38,22.7,48.1,,0,0,0
Z0192,2015,334.8,17,32.8,44.4,,1,20,0
Z0192,2016,423.0,28,10.0,12.5,,0,0,0
Z0192,2017,307.4,28,14.7,19.7,,0,0,0
